gene,Score,p,qvalue
MTR,0.99997056,0.01315494431571873,0.629375350279389
NBN,0.9999696,0.013229688317512589,0.629375350279389
CRB1,0.9999696,0.013229688317512589,0.629375350279389
MED8,0.9999683,0.013453920322894164,0.6355194589273823
WBP1,0.9999683,0.013453920322894164,0.6355194589273823
CTAGE5,0.9999682,0.013528664324688022,0.6367999461001038
FRAS1,0.99996805,0.01360340832648188,0.6380714473979291
PLEKHA8,0.9999665,0.013827640331863456,0.6463213145326946
SFSWAP,0.99996555,0.013977128335451172,0.6510322354993424
RYR1,0.9999651,0.014126616339038778,0.6527961731071082
RHOB,0.9999651,0.014126616339038778,0.6527961731071082
TNRC18,0.9999647,0.014201360340832636,0.6527961731071082
NCKAP1,0.99996257,0.014649824351595786,0.6527961731071082
DCC,0.99996257,0.014649824351595786,0.6527961731071082
BCL9,0.9999621,0.014649824351595786,0.6527961731071082
LIN7A,0.999962,0.014649824351595786,0.6527961731071082
FAM83E,0.999962,0.014649824351595786,0.6527961731071082
SUPT20H,0.9999616,0.014649824351595786,0.6527961731071082
MID2,0.999961,0.014649824351595786,0.6527961731071082
BEST1,0.9999609,0.014649824351595786,0.6527961731071082
CEP250,0.99996066,0.014649824351595786,0.6527961731071082
PTPRF,0.99996066,0.014649824351595786,0.6527961731071082
FBXW11,0.99995935,0.014874056356977361,0.660585997940443
PAH,0.9999589,0.015023544360565078,0.6618348234467377
DCUN1D5,0.9999584,0.015247776365946653,0.6618348234467377
RNF111,0.9999572,0.01532252036774051,0.6618348234467377
DNAH11,0.99995697,0.01532252036774051,0.6618348234467377
COL16A1,0.99995613,0.01532252036774051,0.6618348234467377
SHMT2,0.99995565,0.01539726436953437,0.6618348234467377
RYR3,0.9999554,0.01539726436953437,0.6618348234467377
BIRC6,0.9999552,0.01539726436953437,0.6618348234467377
PTK2B,0.99995494,0.01539726436953437,0.6618348234467377
USP37,0.9999546,0.01539726436953437,0.6618348234467377
TGFB2,0.99995375,0.015696240376709802,0.6671626169398042
NET1,0.99995327,0.015696240376709802,0.6671626169398042
LRP6,0.99995327,0.015696240376709802,0.6671626169398042
GLE1,0.99995184,0.01584572838029752,0.6671626169398042
CHD7,0.9999517,0.015920472382091377,0.6671626169398042
MRGPRF,0.9999516,0.015920472382091377,0.6671626169398042
RAB6A,0.9999515,0.015920472382091377,0.6671626169398042
MAP1A,0.9999515,0.015920472382091377,0.6671626169398042
SORCS1,0.9999486,0.016069960385679094,0.6713225951117442
TLR9,0.9999449,0.016593168398236102,0.6880565798666545
PGAP3,0.99994445,0.01674265640182382,0.6880565798666545
EDRF1,0.9999428,0.016817400403617677,0.6880565798666545
RLTPR,0.9999424,0.016817400403617677,0.6880565798666545
PRSS48,0.9999416,0.016966888407205394,0.6880565798666545
TTBK1,0.99994147,0.016966888407205394,0.6880565798666545
CNOT8,0.999941,0.017041632408999252,0.6880565798666545
RAD21,0.99994075,0.01711637641079311,0.6880565798666545
NYNRIN,0.9999405,0.01711637641079311,0.6880565798666545
BRWD3,0.9999404,0.01711637641079311,0.6880565798666545
ZHX3,0.99994016,0.01711637641079311,0.6880565798666545
BCOR,0.9999386,0.01719112041258697,0.6880565798666545
