gene,Score,p,qvalue
CHD5,0.99228036,0.08891547049441784,1.0
CPSF1,0.99215114,0.08931419457735246,1.0
RAD50,0.9920982,0.08971291866028708,1.0
EDIL3,0.99203265,0.09051036682615632,1.0
INTS1,0.9919968,0.09090909090909094,1.0
FHOD3,0.9919743,0.09130781499202545,1.0
TERF2,0.99195486,0.09130781499202545,1.0
PNN,0.9919463,0.09130781499202545,1.0
MDN1,0.99185693,0.09130781499202545,1.0
FAT1,0.99169344,0.09210526315789469,1.0
MYRF,0.9916855,0.09250398724082931,1.0
EML5,0.99165416,0.09250398724082931,1.0
OTOP1,0.9909333,0.09489633173843703,1.0
NBEAL2,0.9907856,0.09569377990430616,1.0
SPTBN1,0.9904274,0.09768740031897927,1.0
GRM5,0.99025774,0.09808612440191389,1.0
TMEM67,0.990252,0.09808612440191389,1.0
N4BP2L2,0.9900053,0.09968102073365226,1.0
KLC1,0.9899479,0.09968102073365226,1.0
LRP1,0.98982507,0.10087719298245612,1.0
SUMO2,0.9895427,0.10167464114832536,1.0
TMEM132C,0.9895135,0.10207336523125998,1.0
MAGED1,0.9892811,0.1024720893141946,1.0
KMT2B,0.98910964,0.10366826156299835,1.0
ALPK3,0.98904675,0.10366826156299835,1.0
EXT2,0.9889625,0.10366826156299835,1.0
IGLV2-23,0.98894686,0.10406698564593297,1.0
MUC16,0.9888314,0.10486443381180222,1.0
SIGLEC10,0.98871803,0.10526315789473684,1.0
PASK,0.9886615,0.10566188197767146,1.0
LYN,0.9886231,0.10566188197767146,1.0
ARAF,0.98856735,0.10566188197767146,1.0
ZBTB20,0.9884621,0.10566188197767146,1.0
ARAP3,0.9884503,0.10566188197767146,1.0
COL20A1,0.98834175,0.10606060606060608,1.0
ACTN4,0.988284,0.10606060606060608,1.0
PRPF8,0.9881671,0.1064593301435407,1.0
CR1,0.98813707,0.1064593301435407,1.0
CLK1,0.9880982,0.1064593301435407,1.0
PLXNC1,0.98784095,0.10685805422647521,1.0
TSC22D1,0.98780954,0.10685805422647521,1.0
SDK1,0.9873422,0.10805422647527907,1.0
DNHD1,0.9873275,0.10805422647527907,1.0
ZNF543,0.9871379,0.10845295055821369,1.0
ROS1,0.9871023,0.10845295055821369,1.0
SRPK2,0.98682564,0.11044657097288679,1.0
AHNAK2,0.98672765,0.11044657097288679,1.0
SHROOM1,0.98664016,0.11044657097288679,1.0
WDFY3,0.9864811,0.11124401913875592,1.0
FAM47A,0.98645455,0.11124401913875592,1.0
DNAH8,0.9863992,0.11164274322169054,1.0
PHKA1,0.98639894,0.11164274322169054,1.0
KIAA0586,0.9858484,0.11323763955342903,1.0
MYO10,0.9855797,0.11363636363636365,1.0
PTPRB,0.98555815,0.11363636363636365,1.0
EPPK1,0.98536587,0.11363636363636365,1.0
POLR2B,0.9853079,0.11363636363636365,1.0
PABPC4,0.9851967,0.11363636363636365,1.0
DCC,0.9849074,0.11443381180223289,1.0
MAP2K2,0.9847615,0.11443381180223289,1.0
KIAA2022,0.9845819,0.11523125996810202,1.0
VANGL2,0.98441005,0.11523125996810202,1.0
PCLO,0.9843834,0.11523125996810202,1.0
GPR114,0.98432285,0.11562998405103664,1.0
FAM124B,0.98420274,0.11602870813397126,1.0
DYNC1H1,0.9840702,0.1168261562998405,1.0
LUZP1,0.98401016,0.1168261562998405,1.0
VWA3B,0.9838643,0.11802232854864436,1.0
AHNAK,0.9837583,0.11802232854864436,1.0
CASP10,0.9837245,0.11802232854864436,1.0
ITGB7,0.9836415,0.11802232854864436,1.0
TMPO,0.9835999,0.11802232854864436,1.0
SLC10A5,0.98351157,0.11802232854864436,1.0
CAPRIN2,0.98348224,0.11802232854864436,1.0
CASZ1,0.98328376,0.11842105263157898,1.0
FUT4,0.9832586,0.11842105263157898,1.0
PREP,0.9831997,0.11842105263157898,1.0
DSP,0.9831959,0.11842105263157898,1.0
TNK2,0.98318404,0.11842105263157898,1.0
GRIN2A,0.98309255,0.11881977671451349,1.0
NOS3,0.98307365,0.11881977671451349,1.0
